timestamp,open,high,low,close,volume
2019-07-31,371.8000,377.3100,369.3900,374.5000,23314
2019-07-30,372.1200,375.0000,364.9450,371.7200,18803
2019-07-29,376.0500,382.4000,372.5900,373.8700,19423
2019-07-26,374.0800,377.0000,373.4000,375.5000,9075
2019-07-25,375.2000,375.9000,373.1900,373.1900,4744
2019-07-24,373.5300,377.3000,371.8000,377.3000,10421
2019-07-23,370.8600,373.7500,369.6000,373.7500,10784
2019-07-22,372.6200,372.6200,367.3500,370.4800,7639
2019-07-19,378.2700,378.8000,371.9700,371.9700,11818
2019-07-18,378.5000,381.6200,372.8100,378.3400,17970
2019-07-17,378.0800,383.8000,376.9100,378.5600,10397
2019-07-16,374.5300,378.5500,374.0595,378.5000,17319
2019-07-15,378.1700,379.5900,370.6000,374.9300,15322
2019-07-12,388.8000,388.8000,378.1000,378.1000,20909
2019-07-11,393.6900,393.9900,387.2500,388.0000,21021
2019-07-10,390.3300,394.7000,389.2500,393.6700,15542
2019-07-09,377.8300,389.2000,376.6050,389.2000,17079
2019-07-08,374.0700,379.3750,374.0700,377.6000,12694
2019-07-05,376.0000,378.1150,372.7585,374.5600,12359
2019-07-03,376.4521,377.9800,374.2000,377.9800,8423
2019-07-02,368.9400,376.4600,368.9400,376.4600,9938
2019-07-01,371.0000,373.1000,366.2000,368.6600,15313
2019-06-28,370.3700,377.5850,367.6000,370.3000,21548
2019-06-27,368.1117,369.3200,364.4000,369.3200,17127
2019-06-26,373.6800,373.6800,363.5200,363.5200,19378
2019-06-25,373.9500,377.5450,373.0000,373.2000,8911
2019-06-24,373.5100,377.9000,371.1100,373.4900,14253
2019-06-21,383.6600,384.3700,370.6000,373.6500,26902
2019-06-20,388.9000,389.9000,386.0000,386.1200,7029
2019-06-19,383.9800,387.0100,381.3200,387.0100,11880
2019-06-18,386.0800,389.2000,377.3100,383.5000,27708
2019-06-17,387.0100,387.0100,383.6000,384.9900,16184
2019-06-14,379.5000,386.4200,378.5500,386.4200,8549
2019-06-13,380.8300,380.9000,375.0300,380.0100,7060
2019-06-12,377.4100,379.6500,375.1100,379.6500,5216
2019-06-11,376.3000,377.2500,371.0100,377.2500,10710
2019-06-10,376.0000,376.5000,372.8100,375.3300,5891
2019-06-07,373.0900,377.1000,373.0900,376.1700,5903
2019-06-06,375.1300,375.2000,372.8000,373.0500,4706
2019-06-05,372.9600,378.6100,371.3000,375.3700,8037
2019-06-04,367.8300,372.6800,365.8000,372.6800,8980
2019-06-03,368.4900,368.4900,363.1000,365.6000,5085
2019-05-31,370.1000,373.0900,366.5400,368.0000,8939
2019-05-30,373.1500,376.5589,370.6000,371.9700,4820
